Date,Municipality,Region,City,Deaths,Seriously injured,Slightly injured,Speed,Escapists,Climate,Subtype,Subzone,Wind,Moment,Type
20/02/2014,TERRASSA,Valles Occidental,Barcelona,0,1,0,100,No,Good weather,Fall on the road,Urban zone,Light wind,Afternoon,Overturn in roadway
25/09/2014,SABADELL,Valles Occidental,Barcelona,0,1,0,100,No,Good weather,Fall on the road,Urban zone,Light wind,Afternoon,Overturn in roadway
15/08/2014,CARDEDEU,Valles Oriental,Barcelona,0,1,0,NA,No,Good weather,Collision against an object/obstacle without prior exit from the road,Urban zone,Light wind,Afternoon,Collision against an object in the roadway
03/11/2014,ROSES,Alt Emporda,Girona,0,1,0,40,No,Good weather,Lateral collision/friction,Urban zone,Light wind,Afternoon,Moving vehicles collision
25/05/2014,OLIUS,Solsones,Lleida,0,1,0,100,No,Good weather,Other roadway exits,Road,Moderate wind,Afternoon,Unspecified roadway exit
18/07/2014,BARCELONA,Barcelones,Barcelona,1,0,0,100,No,Good weather,Collision against an object/obstacle without prior exit from the road,Urban zone,Light wind,Afternoon,Collision against an object in the roadway
26/04/2014,MONTMANEU,Anoia,Barcelona,0,2,5,100,No,Good weather,Frontal collision,Road,Light wind,Morning,Moving vehicles collision
16/04/2014,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
26/01/2014,TORREFETA I FLOREJACS,Segarra,Lleida,0,1,1,100,No,Good weather,Road exit with crash/collision,Road,Light wind,Night,Unspecified roadway exit
10/04/2014,BARCELONA,Barcelones,Barcelona,0,2,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
19/04/2014,BARCELONA,Barcelones,Barcelona,0,1,0,30,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Morning,Moving vehicles collision
06/10/2014,AMPOSTA,Montsia,Tarragona,0,1,1,100,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
10/11/2014,AMETLLA DE MAR; L',Baix Ebre,Tarragona,0,1,0,100,No,Good weather,Other,Urban zone,Light wind,Morning,Other
07/03/2014,SANT ESTEVE SESROVIRES,Baix Llobregat,Barcelona,0,1,0,60,No,Good weather,Onslaught (front-side),Road,Light wind,Afternoon,Moving vehicles collision
01/06/2014,GUIXERS,Solsones,Lleida,0,1,0,100,No,Good weather,Fall on the road,Road,Light wind,Morning,Overturn in roadway
02/02/2014,BARCELONA,Barcelones,Barcelona,0,2,1,100,No,Good weather,On vacation,Urban zone,Light wind,Night,Moving vehicles collision
01/02/2014,CASTELLFOLLIT DE RIU,Anoia,Barcelona,0,1,2,100,No,Light rain,Onslaught (front-side),Road,Light wind,Afternoon,Moving vehicles collision
08/08/2014,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
06/04/2014,CAMARASA,Noguera,Lleida,0,1,0,100,No,Good weather,Other roadway exits,Road,Light wind,Morning,Unspecified roadway exit
17/09/2014,FIGUERES,Alt Emporda,Girona,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
29/08/2014,BARCELONA,Barcelones,Barcelona,0,1,2,30,No,Good weather,Lateral collision/friction,Urban zone,Light wind,Afternoon,Moving vehicles collision
09/05/2014,CASTELLO D'EMPURIES,Alt Emporda,Girona,0,1,1,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
19/07/2014,PALAFRUGELL,Baix Emporda,Girona,0,1,1,60,No,Good weather,Frontal collision,Road,Light wind,Afternoon,Moving vehicles collision
13/06/2014,TOSSA DE MAR,Selva,Girona,0,1,0,100,No,Good weather,Onslaught (front-side),Road,Light wind,Morning,Moving vehicles collision
08/01/2014,GUIAMETS; ELS,Priorat,Tarragona,0,1,0,999,No,Good weather,Other roadway exits,Road,Light wind,Afternoon,Unspecified roadway exit
27/01/2014,HOSPITALET DE LLOBREGAT,Barcelones,Barcelona,0,1,0,100,No,Good weather,Fall on the road,Road,Light wind,Morning,Overturn in roadway
08/01/2014,OLESA DE MONTSERRAT,Baix Llobregat,Barcelona,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
06/03/2014,SANT SALVADOR DE GUARDIA,Bages,Barcelona,0,1,0,50,No,Good weather,Lateral collision/friction,Road,Light wind,Morning,Moving vehicles collision
14/05/2014,SANT CUGAT DEL VALLES,Valles Occidental,Barcelona,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Night,Run over
22/05/2014,TERRASSA,Valles Occidental,Barcelona,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
22/08/2014,REUS,Baix Camp,Tarragona,0,2,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Morning,Moving vehicles collision
21/10/2014,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Fall on the road,Urban zone,Light wind,Night,Overturn in roadway
08/03/2014,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
11/08/2014,FIGOLS I ALINYA,Alt Urgell,Lleida,0,1,1,100,No,Good weather,Fall on the road,Road,Light wind,Afternoon,Overturn in roadway
28/09/2014,SANT ESTEVE SESROVIRES,Baix Llobregat,Barcelona,0,2,4,50,No,Heavy rain,Onslaught (front-side),Road,Light wind,Afternoon,Moving vehicles collision
14/12/2014,CERDANYOLA DEL VALLES,Valles Occidental,Barcelona,0,1,0,100,No,Good weather,Collision against an object/obstacle without prior exit from the road,Urban zone,Light wind,Night,Collision against an object in the roadway
08/02/2014,MOLINS DE REI,Baix Llobregat,Barcelona,0,1,0,NA,No,Good weather,Fall on the road,Urban zone,Light wind,Morning,Overturn in roadway
09/01/2014,BARCELONA,Barcelones,Barcelona,1,0,0,100,No,Good weather,Collision against an object/obstacle without prior exit from the road,Urban zone,Light wind,Night,Collision against an object in the roadway
04/02/2014,PLANES D'HOSTOLES; LES,Garrotxa,Girona,0,1,0,100,No,Good weather,Lateral collision/friction,Road,Light wind,Morning,Moving vehicles collision
24/05/2014,BARCELONA,Barcelones,Barcelona,0,1,1,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
12/05/2014,LLEIDA,Segria,Lleida,0,1,0,NA,No,Good weather,Fall on the road,Urban zone,Light wind,Night,Overturn in roadway
07/04/2014,VILABERTRAN,Alt Emporda,Girona,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
26/09/2014,TERRASSA,Valles Occidental,Barcelona,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
12/08/2014,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Lateral collision/friction,Urban zone,Light wind,Morning,Moving vehicles collision
12/08/2014,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
06/06/2014,LLEIDA,Segria,Lleida,0,3,0,70,No,Good weather,Frontal collision,Road,Light wind,Morning,Moving vehicles collision
26/05/2014,BESCANO,Girones,Girona,0,1,1,40,No,Light rain,Frontal collision,Road,Light wind,Afternoon,Moving vehicles collision
01/11/2014,SANT CUGAT DEL VALLES,Valles Occidental,Barcelona,0,1,0,40,No,Good weather,Run over,Urban zone,Light wind,Night,Run over
30/10/2014,SANT PERE DE RIBES,Garraf,Barcelona,0,1,0,90,No,Good weather,Fall on the road,Road,Light wind,Night,Overturn in roadway
17/06/2014,MANRESA,Bages,Barcelona,0,1,0,100,No,Heavy rain,On vacation,Urban zone,Moderate wind,Afternoon,Moving vehicles collision
30/09/2014,TIVISSA,Ribera d'Ebre,Tarragona,1,0,0,100,No,Heavy rain,Onslaught (front-side),Road,Light wind,Morning,Moving vehicles collision
04/07/2014,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Morning,Moving vehicles collision
20/02/2014,BENIFALLET,Baix Ebre,Tarragona,0,1,1,100,No,Good weather,Onslaught (front-side),Road,Light wind,Afternoon,Moving vehicles collision
23/05/2014,FRANQUESES DEL VALLE,Valles Oriental,Barcelona,1,0,0,80,No,Good weather,Other,Road,Light wind,Afternoon,Other
17/09/2014,VALL D'EN BAS; LA,Garrotxa,Girona,0,1,0,100,No,Good weather,Other roadway exits,Road,Light wind,Night,Unspecified roadway exit
09/08/2014,REUS,Baix Camp,Tarragona,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
27/02/2014,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
10/06/2014,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Lateral collision/friction,Urban zone,Light wind,Morning,Moving vehicles collision
03/09/2014,MANRESA,Bages,Barcelona,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
03/02/2014,LLAGOSTERA,Girones,Girona,0,1,2,90,No,Good weather,Other,Road,Light wind,Afternoon,Other
07/01/2014,CORNELLA DE LLOBREGAT,Baix Llobregat,Barcelona,0,1,0,80,No,Good weather,On vacation,Road,Light wind,Afternoon,Moving vehicles collision
30/06/2014,SANT JAUME D'ENVEJA,Montsia,Tarragona,0,2,1,60,No,Good weather,Onslaught (front-side),Road,Light wind,Afternoon,Moving vehicles collision
11/07/2014,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Fall on the road,Urban zone,Light wind,Afternoon,Overturn in roadway
14/06/2014,BARCELONA,Barcelones,Barcelona,0,1,1,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Night,Moving vehicles collision
19/06/2014,CUBELLES,Garraf,Barcelona,1,0,0,100,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
07/10/2014,MANLLEU,Osona,Barcelona,0,1,0,NA,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
07/10/2014,TARRAGONA,Tarragones,Tarragona,0,1,0,40,No,Good weather,On vacation,Road,Light wind,Afternoon,Moving vehicles collision
06/09/2014,BADALONA,Barcelones,Barcelona,0,1,0,NA,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Morning,Moving vehicles collision
25/06/2014,BESCANO,Girones,Girona,0,1,0,60,No,Good weather,Frontal collision,Road,Light wind,Afternoon,Moving vehicles collision
29/01/2014,VALLS,Alt Camp,Tarragona,0,1,0,100,No,Good weather,Onslaught (front-side),Road,Light wind,Morning,Moving vehicles collision
01/10/2014,VIC,Osona,Barcelona,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
07/04/2014,MATARO,Maresme,Barcelona,0,1,1,NA,No,Good weather,Collision against an object/obstacle without prior exit from the road,Urban zone,Light wind,Morning,Collision against an object in the roadway
28/08/2014,LLICA DE VALL,Valles Oriental,Barcelona,0,1,0,100,No,Good weather,Fall on the road,Road,Light wind,Afternoon,Overturn in roadway
24/07/2014,TORREGROSSA,Pla d'Urgell,Lleida,0,1,0,100,No,Good weather,Lateral collision/friction,Road,Light wind,Morning,Moving vehicles collision
30/05/2014,VILANOVA I LA GELTRU,Garraf,Barcelona,0,1,3,999,No,Good weather,On vacation,Road,Light wind,Afternoon,Moving vehicles collision
04/02/2014,CORNELLA DE LLOBREGAT,Baix Llobregat,Barcelona,0,1,0,80,No,Good weather,On vacation,Road,Light wind,Morning,Moving vehicles collision
11/04/2014,BARCELONA,Barcelones,Barcelona,0,1,1,100,No,Good weather,On vacation,Urban zone,Light wind,Morning,Moving vehicles collision
04/05/2014,MASNOU; EL,Maresme,Barcelona,0,1,0,NA,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
15/05/2014,CASTELL-PLATJA D'ARO,Baix Emporda,Girona,0,1,0,100,No,Good weather,On vacation,Urban zone,Light wind,Morning,Moving vehicles collision
11/07/2014,SABADELL,Valles Occidental,Barcelona,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
20/06/2014,SENTIU DE SIO; LA,Noguera,Lleida,0,1,0,100,No,Good weather,Other roadway exits,Road,Light wind,Afternoon,Unspecified roadway exit
19/01/2014,SANT ADRIA DE BESOS,Barcelones,Barcelona,0,1,0,NA,No,Heavy rain,Onslaught (front-side),Urban zone,Moderate wind,Afternoon,Moving vehicles collision
04/03/2014,MATARO,Maresme,Barcelona,0,1,1,NA,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
03/01/2014,RIUDOMS,Baix Camp,Tarragona,1,0,1,100,No,Good weather,Frontal collision,Road,Light wind,Afternoon,Moving vehicles collision
18/11/2014,GINESTAR,Ribera d'Ebre,Tarragona,0,1,2,100,No,Good weather,Onslaught (front-side),Road,Light wind,Afternoon,Moving vehicles collision
13/09/2014,PENELLES,Noguera,Lleida,0,2,0,100,No,Good weather,Onslaught (front-side),Road,Light wind,Morning,Moving vehicles collision
11/09/2014,CORBERA DE LLOBREGAT,Baix Llobregat,Barcelona,0,1,0,100,No,Good weather,Fall on the road,Urban zone,Light wind,Afternoon,Overturn in roadway
15/08/2014,BLANES,Selva,Girona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
17/08/2014,MATARO,Maresme,Barcelona,0,1,4,NA,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Morning,Moving vehicles collision
22/03/2014,VINAIXA,Garrigues,Lleida,0,1,0,NA,No,Good weather,Road exit with crash/collision,Road,Light wind,Morning,Unspecified roadway exit
02/07/2014,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
05/04/2014,ROCA DEL VALLES; LA,Valles Oriental,Barcelona,0,1,0,60,No,Good weather,On vacation,Road,Light wind,Morning,Moving vehicles collision
13/06/2014,VILADECANS,Baix Llobregat,Barcelona,0,1,0,NA,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
01/06/2014,SITGES,Garraf,Barcelona,0,1,0,999,No,Good weather,Other,Road,Light wind,Morning,Other
21/07/2014,BARCELONA,Barcelones,Barcelona,1,0,0,100,No,Good weather,On vacation,Urban zone,Light wind,Afternoon,Moving vehicles collision
13/03/2014,LLORET DE MAR,Selva,Girona,0,1,0,100,No,Good weather,Frontal collision,Urban zone,Light wind,Morning,Moving vehicles collision
04/04/2014,HOSPITALET DE LLOBREGAT,Barcelones,Barcelona,0,1,0,NA,No,Good weather,Lateral collision/friction,Urban zone,Light wind,Morning,Moving vehicles collision
06/01/2014,MONT-ROIG DEL CAMP,Baix Camp,Tarragona,0,1,2,999,No,Good weather,Onslaught (front-side),Road,Light wind,Afternoon,Moving vehicles collision
21/06/2014,MANRESA,Bages,Barcelona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
03/10/2014,SANTA MARIA D'OLO,Moianès,Barcelona,0,1,0,40,No,Good weather,Frontal collision,Road,Light wind,Afternoon,Moving vehicles collision
04/01/2014,TERRASSA,Valles Occidental,Barcelona,0,2,1,100,No,Light rain,Frontal collision,Road,Light wind,Afternoon,Moving vehicles collision
21/01/2014,SANT FELIU DE BUIXALLEU,Selva,Girona,1,0,0,100,No,Good weather,Run over,Road,Light wind,Night,Run over
22/03/2014,BADALONA,Barcelones,Barcelona,0,1,2,NA,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
19/12/2014,MOIA,Moianès,Barcelona,0,1,0,50,No,Good weather,Fall on the road,Crossing,Light wind,Morning,Overturn in roadway
31/01/2014,VILANOVA I LA GELTRU,Garraf,Barcelona,0,1,0,100,No,Good weather,Run over,Crossing,Light wind,Morning,Run over
02/10/2014,RIPOLLET,Valles Occidental,Barcelona,1,0,0,NA,No,Good weather,Fall on the road,Urban zone,Light wind,Afternoon,Overturn in roadway
01/03/2014,HOSPITALET DE LLOBREGAT,Barcelones,Barcelona,0,1,0,NA,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
10/04/2014,HOSPITALET DE LLOBREGAT,Barcelones,Barcelona,0,1,0,NA,No,Good weather,On vacation,Urban zone,Light wind,Morning,Moving vehicles collision
29/08/2014,VILANOVA I LA GELTRU,Garraf,Barcelona,0,1,0,100,No,Good weather,Other,Urban zone,Light wind,Afternoon,Other
01/04/2014,VILAFANT,Alt Emporda,Girona,0,1,0,80,No,Good weather,Other roadway exits,Road,Light wind,Afternoon,Unspecified roadway exit
27/04/2014,PONT DE VILOMARA I R,Bages,Barcelona,0,1,0,999,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
08/04/2014,SABADELL,Valles Occidental,Barcelona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
29/09/2014,BADALONA,Barcelones,Barcelona,0,1,0,NA,No,Good weather,Fall on the road,Urban zone,Light wind,Morning,Overturn in roadway
15/02/2014,MANRESA,Bages,Barcelona,1,0,0,100,No,Good weather,Fall on the road,Road,Light wind,Afternoon,Overturn in roadway
11/01/2014,ARGENCOLA,Anoia,Barcelona,0,1,0,999,No,Good weather,Other,Road,Light wind,Morning,Other
23/02/2014,MASNOU; EL,Maresme,Barcelona,0,1,0,50,No,Good weather,On vacation,Road,Light wind,Afternoon,Moving vehicles collision
01/07/2014,VILADECANS,Baix Llobregat,Barcelona,0,1,0,40,No,Good weather,Onslaught (front-side),Road,Light wind,Afternoon,Moving vehicles collision
22/11/2014,SANT JOAN DE VILATOR,Bages,Barcelona,0,2,0,100,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
05/08/2014,CASTELLO D'EMPURIES,Alt Emporda,Girona,0,1,1,100,No,Good weather,Frontal collision,Urban zone,Light wind,Morning,Moving vehicles collision
03/09/2014,CASTELLDEFELS,Baix Llobregat,Barcelona,0,1,1,30,No,Good weather,Fall on the road,Urban zone,Light wind,Morning,Overturn in roadway
28/10/2014,SALOU,Tarragones,Tarragona,0,1,0,100,No,Good weather,Other roadway exits,Urban zone,Light wind,Morning,Unspecified roadway exit
10/07/2014,SANT BOI DE LLOBREGAT,Baix Llobregat,Barcelona,0,1,2,100,No,Good weather,Run over,Road,Light wind,Night,Run over
02/02/2014,PONTS,Noguera,Lleida,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
19/01/2014,LLICA D'AMUNT,Valles Oriental,Barcelona,0,2,3,100,No,Good weather,Frontal collision,Urban zone,Light wind,Morning,Moving vehicles collision
09/04/2014,HOSPITALET DE LLOBREGAT,Barcelones,Barcelona,0,1,0,NA,No,Good weather,On vacation,Urban zone,Light wind,Afternoon,Moving vehicles collision
11/01/2014,CASTELLAR DEL VALLES,Valles Occidental,Barcelona,0,1,0,NA,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
22/01/2014,MANRESA,Bages,Barcelona,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
19/03/2014,VACARISSES,Valles Occidental,Barcelona,1,0,0,100,No,Good weather,Other roadway exits,Road,Light wind,Afternoon,Unspecified roadway exit
28/03/2014,TERRASSA,Valles Occidental,Barcelona,0,1,0,100,No,Good weather,Fall on the road,Urban zone,Light wind,Afternoon,Overturn in roadway
24/07/2014,BANYOLES,Pla de l'Estany,Girona,0,1,0,NA,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Night,Moving vehicles collision
13/02/2014,MONTORNES DEL VALLES,Valles Oriental,Barcelona,0,1,0,100,No,Good weather,Other,Road,Light wind,Afternoon,Other
05/07/2014,PALMA DE CERVELLO; LA,Baix Llobregat,Barcelona,0,1,2,100,No,Good weather,Frontal collision,Road,Light wind,Afternoon,Moving vehicles collision
25/10/2014,LLORET DE MAR,Selva,Girona,0,6,0,100,No,Good weather,Frontal collision,Road,Light wind,Night,Moving vehicles collision
06/05/2014,SABADELL,Valles Occidental,Barcelona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Morning,Moving vehicles collision
10/05/2014,BARCELONA,Barcelones,Barcelona,0,1,1,30,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
05/11/2014,HOSPITALET DE LLOBREGAT,Barcelones,Barcelona,0,1,0,NA,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
02/05/2014,VILAMOS,Val d'Aran,Lleida,0,2,0,100,No,Light rain,Lateral collision/friction,Road,Moderate wind,Morning,Moving vehicles collision
08/11/2014,GIRONA,Girones,Girona,0,1,1,30,No,Good weather,Other,Urban zone,Light wind,Night,Other
29/11/2014,CASTELLDEFELS,Baix Llobregat,Barcelona,0,1,0,100,No,Light rain,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
21/07/2014,SANTA LLOGAIA D'ALGUEMA,Alt Emporda,Girona,0,1,0,40,No,Good weather,Lateral collision/friction,Road,Light wind,Morning,Moving vehicles collision
16/04/2014,LLANCA,Alt Emporda,Girona,0,1,0,50,No,Good weather,Lateral collision/friction,Crossing,Light wind,Afternoon,Moving vehicles collision
17/12/2014,MANRESA,Bages,Barcelona,0,1,0,NA,No,Good weather,Fall on the road,Urban zone,Light wind,Morning,Overturn in roadway
01/02/2014,NAVAS,Bages,Barcelona,0,1,3,90,No,Light rain,Frontal collision,Road,Light wind,Afternoon,Moving vehicles collision
27/11/2014,MOLINS DE REI,Baix Llobregat,Barcelona,0,1,0,NA,No,Light rain,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
12/12/2014,SABADELL,Valles Occidental,Barcelona,0,1,0,30,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
01/07/2014,TERRASSA,Valles Occidental,Barcelona,0,1,0,100,No,Good weather,Other,Urban zone,Light wind,Morning,Other
07/05/2014,BARBERA DEL VALLES,Valles Occidental,Barcelona,1,0,1,60,No,Good weather,Onslaught (front-side),Road,Light wind,Morning,Moving vehicles collision
11/02/2014,VILADECANS,Baix Llobregat,Barcelona,0,1,0,30,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Morning,Moving vehicles collision
26/06/2014,SANT FELIU DE BUIXALLEU,Selva,Girona,0,1,0,100,No,Good weather,Run over,Road,Light wind,Afternoon,Run over
14/06/2014,GIRONA,Girones,Girona,0,1,0,100,Yes,Good weather,Fall on the road,Urban zone,Light wind,Night,Overturn in roadway
12/02/2014,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Morning,Moving vehicles collision
23/03/2014,LLADURS,Solsones,Lleida,0,1,0,50,No,Good weather,Road exit with crash/collision,Road,Moderate wind,Morning,Unspecified roadway exit
05/03/2014,SABADELL,Valles Occidental,Barcelona,0,1,0,30,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
07/02/2014,BARCELONA,Barcelones,Barcelona,0,1,0,30,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
13/10/2014,SABADELL,Valles Occidental,Barcelona,0,1,0,20,Unspecified,Good weather,Run over,Urban zone,Light wind,Morning,Run over
13/02/2015,SANT ADRIA DE BESOS,Barcelones,Barcelona,1,0,0,100,No,Good weather,Fall on the road,Road,Light wind,Afternoon,Overturn in roadway
06/06/2015,MATARO,Maresme,Barcelona,0,1,0,NA,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
10/03/2015,ROSES,Alt Emporda,Girona,0,1,0,40,No,Good weather,Other roadway exits,Road,Light wind,Morning,Unspecified roadway exit
15/04/2015,BARCELONA,Barcelones,Barcelona,1,0,0,100,No,Good weather,Collision against an object/obstacle without prior exit from the road,Urban zone,Light wind,Morning,Collision against an object in the roadway
19/03/2015,PRAT DE LLOBREGAT; E,Baix Llobregat,Barcelona,0,1,0,50,No,Good weather,Onslaught (front-side),Crossing,Light wind,Afternoon,Moving vehicles collision
31/03/2015,VILASSAR DE DALT,Maresme,Barcelona,0,1,1,100,No,Good weather,On vacation,Road,Light wind,Afternoon,Moving vehicles collision
21/01/2015,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
21/03/2015,MASDENVERGE,Montsia,Tarragona,0,4,1,100,No,Heavy rain,Other roadway exits,Road,Moderate wind,Night,Unspecified roadway exit
09/12/2015,BARCELONA,Barcelones,Barcelona,0,1,0,30,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
17/07/2015,SANTA BARBARA,Montsia,Tarragona,0,1,0,50,No,Good weather,Onslaught (front-side),Road,Light wind,Morning,Moving vehicles collision
27/11/2015,BARCELONA,Barcelones,Barcelona,0,1,1,100,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
19/11/2015,PERAFORT,Tarragones,Tarragona,1,1,0,100,No,Good weather,Frontal collision,Road,Light wind,Afternoon,Moving vehicles collision
17/10/2015,ALAMUS; ELS,Segria,Lleida,0,1,0,100,No,Good weather,Run over,Road,Light wind,Morning,Run over
11/06/2015,OLESA DE MONTSERRAT,Baix Llobregat,Barcelona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Morning,Moving vehicles collision
18/09/2015,CASSERRES,Bergueda,Barcelona,0,1,0,100,No,Good weather,Run over,Crossing,Light wind,Afternoon,Run over
05/09/2015,VILA-SECA,Tarragones,Tarragona,1,0,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Morning,Moving vehicles collision
28/09/2015,CASTELLGALI,Bages,Barcelona,0,1,2,60,No,Good weather,Frontal collision,Road,Light wind,Morning,Moving vehicles collision
06/06/2015,VENDRELL; EL,Baix Penedes,Tarragona,0,1,0,40,No,Good weather,On vacation,Road,Light wind,Morning,Moving vehicles collision
13/07/2015,SANT JOAN DESPI,Baix Llobregat,Barcelona,0,1,0,100,No,Good weather,Fall on the road,Road,Light wind,Morning,Overturn in roadway
23/09/2015,LLEIDA,Segria,Lleida,1,0,0,NA,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
22/07/2015,BORGES DEL CAMP; LES,Baix Camp,Tarragona,1,0,1,100,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
19/06/2015,BARCELONA,Barcelones,Barcelona,1,0,1,30,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
03/09/2015,CASTELLET I LA GORNA,Alt Penedes,Barcelona,0,2,0,100,No,Good weather,Collision against an object/obstacle without prior exit from the road,Road,Light wind,Afternoon,Collision against an object in the roadway
05/10/2015,SANT SADURNI D'ANOIA,Alt Penedes,Barcelona,0,1,0,40,No,Good weather,Lateral collision/friction,Road,Light wind,Morning,Moving vehicles collision
27/11/2015,CERVELLO,Baix Llobregat,Barcelona,0,1,1,30,No,Good weather,Frontal collision,Urban zone,Light wind,Afternoon,Moving vehicles collision
31/10/2015,SANT ANFREU DE LA BARCA,Baix Llobregat,Barcelona,0,1,3,100,No,Good weather,Onslaught (front-side),Road,Light wind,Morning,Moving vehicles collision
06/12/2015,CARME,Anoia,Barcelona,0,1,2,40,No,Good weather,Other roadway exits,Road,Light wind,Night,Unspecified roadway exit
28/03/2015,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Collision against an object/obstacle without prior exit from the road,Urban zone,Light wind,Night,Collision against an object in the roadway
30/04/2015,TERRASSA,Valles Occidental,Barcelona,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
15/04/2015,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Lateral collision/friction,Urban zone,Light wind,Morning,Moving vehicles collision
10/03/2015,SALAS DE PALLARS,Pallars Jussa,Lleida,1,3,0,90,No,Good weather,Frontal collision,Road,Light wind,Morning,Moving vehicles collision
